Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
RTSD-009,335e4873632c4f14affe61d67893ac96,2025-12-08T06:52:35Z,2025-11-12T03:07:48Z,Windows,Windows 11,Workstation,10.134.111.40,110.164.235.147,d0-f4-05-38-22-95,7.29.20108.0,Client,"SensorGroupingTags/AD,SensorGroupingTags/Insite,SensorGroupingTags/Client",nantapron.si,"Recommended policy
25 Nov 25 00:52 UTC","platform_default
25 Nov 25 00:52 UTC","platform_default
12 Nov 25 03:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Nov 25 03:09 UTC"
RTSD-01-05,cb51994d3d7f4e118d9ead48e82d358f,2025-12-09T01:57:38Z,2025-02-06T06:26:32Z,Windows,Windows 10,Workstation,10.134.144.103,110.164.235.146,c4-65-16-23-15-59,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",RTARF,"Recommended policy
24 Jul 25 02:08 UTC","uninstall
09 Oct 25 02:14 UTC","platform_default
17 Apr 25 02:18 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:30 UTC"
RTSD-03-01,7146f62093e34d748686df5994a9a39b,2025-12-03T08:55:25Z,2025-12-03T03:52:07Z,Windows,Windows 10,Workstation,10.134.144.59,110.164.235.140,c4-65-16-23-14-8b,7.29.20108.0,Client,"SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Hp,"Recommended policy
03 Dec 25 04:03 UTC","platform_default
03 Dec 25 04:07 UTC","platform_default
03 Dec 25 03:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
03 Dec 25 03:57 UTC"
RTSD-03-05,59ae163ec5fd4ea1acec7b0dcb9636d8,2025-12-08T08:14:53Z,2025-02-06T06:11:43Z,Windows,Windows 10,Workstation,10.134.144.61,110.164.235.142,c4-65-16-23-14-76,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",admin,"DisableProtection
25 Apr 25 05:06 UTC","uninstall
15 Oct 25 07:39 UTC","platform_default
18 Apr 25 02:04 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:16 UTC"
RTSD-03-07,61f3c3ea342c402396f7bbc1b39e14df,2025-12-04T08:05:46Z,2025-02-06T06:11:01Z,Windows,Windows 10,Workstation,10.134.144.33,110.164.235.152,74-27-ea-26-b2-f0,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Supreeya,"Recommended policy
03 Apr 25 01:47 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
17 Apr 25 06:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:16 UTC"
RTSD-03-08,1a0ef9e49c674887894047cad1da3831,2025-12-08T08:38:13Z,2025-02-06T06:12:48Z,Windows,Windows 10,Workstation,10.134.144.95,110.164.235.138,b0-83-fe-94-e8-68,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 02:14 UTC","uninstall
09 Oct 25 03:18 UTC","platform_default
17 Apr 25 01:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:14 UTC"
RTSD-07,b9b00c1511b84f75ab788fbe66a7b4ea,2025-12-09T01:58:01Z,2025-02-06T03:09:56Z,Windows,Windows 10,Workstation,10.134.112.235,110.164.235.142,48-4d-7e-d0-e2-0e,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 00:03 UTC","uninstall
09 Oct 25 01:55 UTC","platform_default
17 Apr 25 00:19 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:10 UTC"
RTSD-08-15,2e4de5f1e5ec4bed9e7424f3b2972f37,2025-12-08T08:04:10Z,2025-02-06T04:31:24Z,Windows,Windows 10,Workstation,10.134.111.221,110.164.235.138,d0-50-99-02-9e-f3,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",Admin,"DisableProtection
28 Apr 25 07:06 UTC","uninstall
22 Oct 25 07:54 UTC","platform_default
21 Apr 25 01:12 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:33 UTC"
RTSD-09-05,ce1b7927b78e47878a7a94be763524ec,2025-12-09T01:27:12Z,2025-02-06T04:19:42Z,Windows,Windows 11,Workstation,192.168.50.65,223.24.60.54,30-c9-ab-df-27-97,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",USER,"Recommended policy
03 Apr 25 01:26 UTC","uninstall
09 Oct 25 04:26 UTC","platform_default
17 Apr 25 01:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:21 UTC"
RTSD-09-06,0078dc99a2c7422487f42f10f3353c39,2025-11-14T10:03:59Z,2025-02-06T04:23:39Z,Windows,Windows 10,Workstation,10.134.111.246,110.164.235.163,b0-83-fe-9b-65-e5,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 00:46 UTC","uninstall
09 Oct 25 02:50 UTC","platform_default
17 Apr 25 01:36 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:25 UTC"
RTSD-09-17,517cdd106b9c4b6a9246a1ab262a515d,2025-12-08T07:32:46Z,2025-08-05T01:24:43Z,Windows,Windows 11,Workstation,10.108.100.54,110.164.235.137,e8-80-88-cc-4e-a6,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Boundary001,"Recommended policy
05 Aug 25 01:30 UTC","uninstall
15 Oct 25 02:18 UTC","platform_default
05 Aug 25 01:27 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Aug 25 01:30 UTC"
RTSD-10,ea3a615d1fd24386938e7c17bb4d59bb,2025-12-08T08:56:41Z,2025-02-06T03:11:09Z,Windows,Windows 10,Workstation,10.134.112.175,110.164.235.158,b0-83-fe-9a-e0-f3,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 01:48 UTC","uninstall
10 Oct 25 02:40 UTC","platform_default
17 Apr 25 01:18 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:11 UTC"
RTSD-10-01,10f64bc1250f4d7a89e81230aeb8539b,2025-12-09T01:46:33Z,2025-02-06T03:55:06Z,Windows,Windows 10,Workstation,10.134.111.114,110.164.235.145,a4-1f-72-7b-63-85,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",DELL,"Recommended policy
03 Apr 25 00:18 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 07:29 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:00 UTC"
RTSD-10-03,e3866bab4de34378b179b77b9c07e81b,2025-12-08T09:24:21Z,2025-02-06T03:57:51Z,Windows,Windows 10,Workstation,10.134.111.98,110.164.235.167,00-23-81-26-df-16,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Sirikul,"Recommended policy
02 Apr 25 10:11 UTC","uninstall
09 Oct 25 02:39 UTC","platform_default
17 Apr 25 00:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:00 UTC"
RTSD-10-04,86cb1e7cee7b419bae699681540cd0a2,2025-12-04T04:06:43Z,2025-02-06T03:59:26Z,Windows,Windows 10,Workstation,10.134.111.139,110.164.235.170,00-1e-c9-5b-e7-d4,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Matee,"Recommended policy
03 Apr 25 00:54 UTC","uninstall
09 Oct 25 04:09 UTC","platform_default
17 Apr 25 00:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:00 UTC"
RTSD-10-07,3ed9430373024727abf8233c4822f8dc,2025-12-08T09:10:21Z,2025-02-06T03:55:38Z,Windows,Windows 10,Workstation,10.134.111.45,110.164.235.152,b0-83-fe-9b-65-da,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Bongkoch,"Recommended policy
03 Apr 25 02:01 UTC","uninstall
09 Oct 25 02:56 UTC","platform_default
17 Apr 25 01:38 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:58 UTC"
RTSD-10-11,94747292ae6140deb1c4125c19410fce,2025-12-08T08:38:49Z,2025-02-06T03:57:58Z,Windows,Windows 10,Workstation,10.134.111.94,110.164.235.163,70-85-c2-d7-31-9d,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Taotao,"Recommended policy
03 Apr 25 01:12 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
18 Apr 25 00:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:01 UTC"
RTSD-10-12,9781991c0f364ff181cfdf12b5b8ffe8,2025-12-09T01:50:37Z,2025-02-06T04:03:06Z,Windows,Windows 10,Workstation,10.134.111.25,110.164.235.170,c4-65-16-23-14-69,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",RTARF,"Recommended policy
03 Apr 25 00:41 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
17 Apr 25 02:03 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:05 UTC"
RTSD-10-17,33627d50354d4ed8b8731a696887894d,2025-12-08T08:24:33Z,2025-11-12T08:54:59Z,Windows,Windows 10,Workstation,10.134.111.136,110.164.235.167,18-03-73-25-78-9f,7.17.18721.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
12 Nov 25 09:12 UTC","uninstall
12 Nov 25 09:02 UTC","platform_default
12 Nov 25 09:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
12 Nov 25 09:02 UTC"
RTSD-10-17,9a018543952c4480a4ab55834521f77a,2025-11-12T07:55:05Z,2025-02-06T04:04:19Z,Windows,Windows 10,Workstation,192.168.7.6,101.51.92.218,18-03-73-25-78-9f,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 01:47 UTC","uninstall
09 Oct 25 06:45 UTC","platform_default
17 Apr 25 00:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:13 UTC"
RTSD-10-21,5878e26d9149400dbae1eeae70f608bd,2025-12-09T01:39:52Z,2025-02-06T04:07:51Z,Windows,Windows 11,Workstation,10.134.111.166,110.164.235.159,b0-83-fe-9b-68-7c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
08 Apr 25 01:50 UTC","uninstall
10 Oct 25 02:56 UTC","platform_default
17 Apr 25 01:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:13 UTC"
RTSD-11-01,17eac583b0da487aafa815526663771f,2025-12-08T05:20:51Z,2025-02-06T03:38:05Z,Windows,Windows 10,Workstation,10.134.112.161,110.164.235.144,08-8f-c3-b6-93-1f,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",USER,"Recommended policy
03 Apr 25 01:50 UTC","uninstall
09 Oct 25 03:06 UTC","platform_default
17 Apr 25 01:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:41 UTC"
RTSD-11-04,42fb98a1c7674b4f853d2276862d7f1e,2025-12-09T01:49:27Z,2025-02-06T03:37:01Z,Windows,Windows 10,Workstation,10.134.112.107,110.164.235.166,08-8f-c3-b6-93-81,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ANONYMOUS LOGON,"Recommended policy
03 Apr 25 01:58 UTC","uninstall
09 Oct 25 04:25 UTC","platform_default
17 Apr 25 07:14 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:39 UTC"
RTSD-11-07,35acb45dc5a5483398b752204b34b00f,2025-11-11T03:51:41Z,2025-02-06T03:35:46Z,Windows,Windows 10,Workstation,10.134.112.126,110.164.235.147,b0-83-fe-9b-5f-43,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
03 Apr 25 01:31 UTC","uninstall
15 Oct 25 02:41 UTC","platform_default
17 Apr 25 01:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:37 UTC"
RTSD-11-09,fb34e25ba7d9459887e29e7c8156e534,2025-10-29T08:28:03Z,2025-02-06T03:36:16Z,Windows,Windows 10,Workstation,10.134.112.128,110.164.235.149,b0-83-fe-ae-5d-a8,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",MiniWatermelon,"Recommended policy
03 Apr 25 01:43 UTC","uninstall
09 Oct 25 02:44 UTC","platform_default
17 Apr 25 00:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:39 UTC"
RTSD-11-10,59399d2826604a29b50ec6f68a31360c,2025-12-08T08:29:57Z,2025-02-06T03:41:37Z,Windows,Windows 10,Workstation,10.134.112.164,110.164.235.147,c4-65-16-23-14-4e,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",UMFD-0,"Recommended policy
03 Apr 25 02:17 UTC","uninstall
10 Oct 25 02:51 UTC","platform_default
22 Apr 25 03:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:44 UTC"
RTSD-11-11,7f48ecb02cbb472f99aabe85a5265bd3,2025-11-28T01:55:14Z,2025-11-10T06:35:08Z,Windows,Windows 10,Workstation,10.134.112.201,110.164.235.146,64-00-6a-56-9a-67,7.29.20108.0,Client,"SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
10 Nov 25 06:39 UTC","platform_default
18 Nov 25 01:55 UTC","platform_default
10 Nov 25 06:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Nov 25 06:39 UTC"
RTSD-11-13,41d2a618d0e44783953457185cc83c31,2025-12-09T01:53:30Z,2025-02-06T03:41:11Z,Windows,Windows 10,Workstation,10.134.112.185,110.164.235.168,64-00-6a-56-97-b2,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",DELL,"Recommended policy
03 Apr 25 01:56 UTC","uninstall
14 Oct 25 03:25 UTC","platform_default
17 Apr 25 02:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:43 UTC"
RTSD-11-17,0d15311f001244fe90ff2029a5f5aa82,2025-12-08T08:13:03Z,2025-02-06T03:42:58Z,Windows,Windows 11,Workstation,10.134.112.120,110.164.235.141,7c-57-58-61-40-b1,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",stoo_01@hotmail.com,"Recommended policy
03 Apr 25 02:18 UTC","uninstall
10 Oct 25 02:28 UTC","platform_default
17 Apr 25 01:47 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:44 UTC"
RTSD-11-22,cc2fcc457bb4407e83880e091a45bae4,2025-12-04T09:07:05Z,2025-02-06T03:48:24Z,Windows,Windows 10,Workstation,192.168.223.20,110.164.235.149,54-14-f3-04-a7-18,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",share,"Recommended policy
03 Apr 25 04:00 UTC","uninstall
09 Oct 25 02:08 UTC","platform_default
18 Apr 25 01:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:51 UTC"
RTSD-11-3,e7a673c320ed48169822125129aa4082,2025-12-08T07:51:02Z,2025-02-06T03:49:30Z,Windows,Windows 10,Workstation,10.134.112.219,110.164.235.164,b0-83-fe-9b-65-c2,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",USER,"Recommended policy
03 Apr 25 01:03 UTC","uninstall
09 Oct 25 04:15 UTC","platform_default
17 Apr 25 01:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:54 UTC"
RTSD-11-5,34ef982f20a64d328ee3bf9743287b9e,2025-12-08T07:22:23Z,2025-02-06T03:38:02Z,Windows,Windows 10,Workstation,10.134.112.26,110.164.235.161,9c-5a-44-99-30-19,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
02 Apr 25 10:12 UTC","uninstall
09 Oct 25 03:07 UTC","platform_default
17 Apr 25 02:05 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:41 UTC"
RTSD-11-6,c0131f806342404c909001eed5b14e8b,2025-12-08T07:48:47Z,2025-02-06T03:37:53Z,Windows,Windows 10,Workstation,10.134.112.84,110.164.235.143,70-b5-e8-78-b0-a8,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",dell,"Recommended policy
04 Apr 25 01:07 UTC","uninstall
09 Oct 25 06:45 UTC","platform_default
17 Apr 25 00:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:41 UTC"
RTSD-11-8,3de4184eca66441ab5881592bdfac827,2025-11-14T06:13:18Z,2025-02-06T03:39:44Z,Windows,Windows 10,Workstation,10.134.112.224,110.164.235.169,70-b5-e8-78-c7-7c,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell_PPD,"Recommended policy
03 Apr 25 01:11 UTC","uninstall
09 Oct 25 02:48 UTC","platform_default
17 Apr 25 00:21 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:42 UTC"
RTSD-12-15,917c4c88bbc540c5a67cc054e8949817,2025-12-06T14:33:16Z,2025-02-06T03:23:08Z,Windows,Windows 10,Workstation,192.168.1.70,124.122.39.172,74-85-2a-1b-6c-84,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Win10Pro,"Recommended policy
03 Apr 25 01:40 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
17 Apr 25 00:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:26 UTC"
RTSD-12-16,e65001cd30b54a0e842b97e8e34784a3,2025-11-20T01:57:09Z,2025-02-06T03:22:15Z,Windows,Windows 10,Workstation,10.134.112.87,110.164.235.146,b0-83-fe-ad-e9-b9,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 00:08 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
17 Apr 25 01:46 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:27 UTC"
RTSD-12-20,8108c005acd0483ea61231f3308b48d5,2025-12-09T01:57:38Z,2025-06-27T03:24:17Z,Windows,Windows 11,Workstation,10.134.112.149,110.164.235.150,a0-36-bc-0b-ae-a8,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
27 Jun 25 03:42 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
27 Jun 25 03:26 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Jun 25 03:27 UTC"
RTSD-13-02,900bbc9e95e24642b929130fa942a186,2025-12-09T02:02:55Z,2025-02-06T06:34:52Z,Windows,Windows 10,Workstation,10.134.112.239,110.164.235.146,b0-83-fe-ae-65-78,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",pornpun,"Recommended policy
03 Apr 25 00:59 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 01:22 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:38 UTC"
RTSD-13-04,7b19bd744b6d4cdeb47513e5334b606f,2025-12-08T08:11:57Z,2025-02-06T06:33:35Z,Windows,Windows 10,Workstation,10.134.112.38,110.164.235.135,b0-83-fe-ae-62-3b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell 3020,"Recommended policy
03 Apr 25 02:15 UTC","uninstall
09 Oct 25 04:38 UTC","platform_default
19 Apr 25 07:15 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:37 UTC"
RTSD-13-11,e979c9870ec64e08abf6e6de196443b2,2025-12-09T01:29:10Z,2025-02-05T03:57:39Z,Windows,Windows 10,Workstation,10.134.112.244,110.164.235.151,c4-65-16-23-17-1c,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Hp,"Recommended policy
03 Apr 25 01:26 UTC","uninstall
09 Oct 25 01:56 UTC","platform_default
17 Apr 25 01:36 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 03:59 UTC"
RTSD-14-01,a61674b7e46b4323aacba8e59aa20e41,2025-12-08T08:43:22Z,2025-08-04T03:33:40Z,Windows,Windows 10,Workstation,10.134.112.125,110.164.235.146,b0-83-fe-9a-e1-84,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
04 Aug 25 03:37 UTC","uninstall
10 Oct 25 09:00 UTC","platform_default
04 Aug 25 03:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Aug 25 03:37 UTC"
RTSD-PPD,8aed9764e70e457ea6f571cd47d5b2a6,2025-12-08T08:19:41Z,2025-02-06T03:45:59Z,Windows,Windows 10,Workstation,10.134.112.196,110.164.235.141,98-ee-cb-e2-34-9b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Acer,"Recommended policy
03 Apr 25 01:40 UTC","uninstall
10 Oct 25 04:13 UTC","platform_default
17 Apr 25 01:25 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:52 UTC"
RTSD0203,0803d6175ebf47c39482e0cc44bac389,2025-12-09T01:29:41Z,2025-02-06T06:22:16Z,Windows,Windows 10,Workstation,10.134.144.151,110.164.235.156,c4-65-16-23-17-57,7.27.19909.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",Hp,"DisableProtection
23 Jul 25 02:59 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
17 Apr 25 01:02 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 06:25 UTC"
RTSD08-08,37856f23a67e4ac9bb85ee2e180c8fac,2025-12-04T08:02:19Z,2025-02-06T04:31:25Z,Windows,Windows 10,Workstation,10.134.111.108,110.164.235.139,98-ee-cb-8b-e1-3e,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User,"Recommended policy
03 Apr 25 01:52 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
17 Apr 25 02:12 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:34 UTC"
RTSD08-16,4c7797568a1a4808b2a1c33c3e52256b,2025-12-08T08:28:04Z,2025-02-06T04:31:20Z,Windows,Windows 10,Workstation,10.134.111.192,110.164.235.147,d8-cb-8a-55-99-8e,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",admin,"DisableProtection
28 Apr 25 07:07 UTC","uninstall
09 Oct 25 06:55 UTC","platform_default
17 Apr 25 01:41 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:34 UTC"
RTSD08-20,ae8a9e298f6a4ba088c522a7963d6cbd,2025-12-08T08:15:09Z,2025-02-06T04:34:21Z,Windows,Windows 10,Workstation,10.134.111.47,110.164.235.154,c4-65-16-23-13-f4,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Hp,"Recommended policy
03 Apr 25 01:44 UTC","uninstall
10 Oct 25 02:42 UTC","platform_default
21 Apr 25 00:43 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:37 UTC"
RTSD08-22,b1b0dcd3220e4434a78e0019e114381f,2025-12-09T01:53:13Z,2025-02-06T04:41:08Z,Windows,Windows 10,Workstation,10.134.111.194,110.164.235.149,00-1e-c9-5b-14-d0,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 02:00 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
18 Apr 25 09:57 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 04:44 UTC"
